design,wafer,die,block,material,structure,x,y
AgAgCl_TS_Kelvin_R2,0,3,1,Pt,LW300,1020,17340
AgAgCl_TS_Kelvin_R2,0,3,1,Pt,LW600,1980,17340
AgAgCl_TS_Kelvin_R2,0,3,1,Pt,GC20_SC300,2940,17340
AgAgCl_TS_Kelvin_R2,0,3,1,Pt_Cl,LW300,1020,16860
AgAgCl_TS_Kelvin_R2,0,3,1,Pt_Cl,LW600,1980,16860
AgAgCl_TS_Kelvin_R2,0,3,1,Pt_Cl,GC20_SC300,2940,16860
AgAgCl_TS_Kelvin_R2,0,3,1,Ag,LW300,1020,16380
AgAgCl_TS_Kelvin_R2,0,3,1,Ag,LW600,1980,16380
AgAgCl_TS_Kelvin_R2,0,3,1,Ag,GC20_SC300,2940,16380
AgAgCl_TS_Kelvin_R2,0,3,1,Ag_Cl,LW300,1020,15900
AgAgCl_TS_Kelvin_R2,0,3,1,Ag_Cl,LW600,1980,15900
AgAgCl_TS_Kelvin_R2,0,3,1,Ag_Cl,GC20_SC300,2940,15900
AgAgCl_TS_Kelvin_R2,0,3,1,Pt_Ag,LW300,1020,15420
AgAgCl_TS_Kelvin_R2,0,3,1,Pt_Ag,LW600,1980,15420
AgAgCl_TS_Kelvin_R2,0,3,1,Pt_Ag,GC20_SC300,2940,15420
AgAgCl_TS_Kelvin_R2,0,3,1,Pt_Ag_Cl,LW300,1020,14940
AgAgCl_TS_Kelvin_R2,0,3,1,Pt_Ag_Cl,LW600,1980,14940
AgAgCl_TS_Kelvin_R2,0,3,1,Pt_Ag_Cl,GC20_SC300,2940,14940
AgAgCl_TS_Kelvin_R2,0,3,2,Pt,LW300,4860,17340
AgAgCl_TS_Kelvin_R2,0,3,2,Pt,LW600,5820,17340
AgAgCl_TS_Kelvin_R2,0,3,2,Pt,GC20_SC300,6780,17340
AgAgCl_TS_Kelvin_R2,0,3,2,Pt_Cl,LW300,4860,16860
AgAgCl_TS_Kelvin_R2,0,3,2,Pt_Cl,LW600,5820,16860
AgAgCl_TS_Kelvin_R2,0,3,2,Pt_Cl,GC20_SC300,6780,16860
AgAgCl_TS_Kelvin_R2,0,3,2,Ag,LW300,4860,16380
AgAgCl_TS_Kelvin_R2,0,3,2,Ag,LW600,5820,16380
AgAgCl_TS_Kelvin_R2,0,3,2,Ag,GC20_SC300,6780,16380
AgAgCl_TS_Kelvin_R2,0,3,2,Ag_Cl,LW300,4860,15900
AgAgCl_TS_Kelvin_R2,0,3,2,Ag_Cl,LW600,5820,15900
AgAgCl_TS_Kelvin_R2,0,3,2,Ag_Cl,GC20_SC300,6780,15900
AgAgCl_TS_Kelvin_R2,0,3,2,Pt_Ag,LW300,4860,15420
AgAgCl_TS_Kelvin_R2,0,3,2,Pt_Ag,LW600,5820,15420
AgAgCl_TS_Kelvin_R2,0,3,2,Pt_Ag,GC20_SC300,6780,15420
AgAgCl_TS_Kelvin_R2,0,3,2,Pt_Ag_Cl,LW300,4860,14940
AgAgCl_TS_Kelvin_R2,0,3,2,Pt_Ag_Cl,LW600,5820,14940
AgAgCl_TS_Kelvin_R2,0,3,2,Pt_Ag_Cl,GC20_SC300,6780,14940
AgAgCl_TS_Kelvin_R2,0,3,3,Pt,LW300,8700,17340
AgAgCl_TS_Kelvin_R2,0,3,3,Pt,LW600,9660,17340
AgAgCl_TS_Kelvin_R2,0,3,3,Pt,GC20_SC300,10620,17340
AgAgCl_TS_Kelvin_R2,0,3,3,Pt_Cl,LW300,8700,16860
AgAgCl_TS_Kelvin_R2,0,3,3,Pt_Cl,LW600,9660,16860
AgAgCl_TS_Kelvin_R2,0,3,3,Pt_Cl,GC20_SC300,10620,16860
AgAgCl_TS_Kelvin_R2,0,3,3,Ag,LW300,8700,16380
AgAgCl_TS_Kelvin_R2,0,3,3,Ag,LW600,9660,16380
AgAgCl_TS_Kelvin_R2,0,3,3,Ag,GC20_SC300,10620,16380
AgAgCl_TS_Kelvin_R2,0,3,3,Ag_Cl,LW300,8700,15900
AgAgCl_TS_Kelvin_R2,0,3,3,Ag_Cl,LW600,9660,15900
AgAgCl_TS_Kelvin_R2,0,3,3,Ag_Cl,GC20_SC300,10620,15900
AgAgCl_TS_Kelvin_R2,0,3,3,Pt_Ag,LW300,8700,15420
AgAgCl_TS_Kelvin_R2,0,3,3,Pt_Ag,LW600,9660,15420
AgAgCl_TS_Kelvin_R2,0,3,3,Pt_Ag,GC20_SC300,10620,15420
AgAgCl_TS_Kelvin_R2,0,3,3,Pt_Ag_Cl,LW300,8700,14940
AgAgCl_TS_Kelvin_R2,0,3,3,Pt_Ag_Cl,LW600,9660,14940
AgAgCl_TS_Kelvin_R2,0,3,3,Pt_Ag_Cl,GC20_SC300,10620,14940
AgAgCl_TS_Kelvin_R2,0,3,4,Pt,LW300,12540,17340
AgAgCl_TS_Kelvin_R2,0,3,4,Pt,LW600,13500,17340
AgAgCl_TS_Kelvin_R2,0,3,4,Pt,GC20_SC300,14460,17340
AgAgCl_TS_Kelvin_R2,0,3,4,Pt_Cl,LW300,12540,16860
AgAgCl_TS_Kelvin_R2,0,3,4,Pt_Cl,LW600,13500,16860
AgAgCl_TS_Kelvin_R2,0,3,4,Pt_Cl,GC20_SC300,14460,16860
AgAgCl_TS_Kelvin_R2,0,3,4,Ag,LW300,12540,16380
AgAgCl_TS_Kelvin_R2,0,3,4,Ag,LW600,13500,16380
AgAgCl_TS_Kelvin_R2,0,3,4,Ag,GC20_SC300,14460,16380
AgAgCl_TS_Kelvin_R2,0,3,4,Ag_Cl,LW300,12540,15900
AgAgCl_TS_Kelvin_R2,0,3,4,Ag_Cl,LW600,13500,15900
AgAgCl_TS_Kelvin_R2,0,3,4,Ag_Cl,GC20_SC300,14460,15900
AgAgCl_TS_Kelvin_R2,0,3,4,Pt_Ag,LW300,12540,15420
AgAgCl_TS_Kelvin_R2,0,3,4,Pt_Ag,LW600,13500,15420
AgAgCl_TS_Kelvin_R2,0,3,4,Pt_Ag,GC20_SC300,14460,15420
AgAgCl_TS_Kelvin_R2,0,3,4,Pt_Ag_Cl,LW300,12540,14940
AgAgCl_TS_Kelvin_R2,0,3,4,Pt_Ag_Cl,LW600,13500,14940
AgAgCl_TS_Kelvin_R2,0,3,4,Pt_Ag_Cl,GC20_SC300,14460,14940
AgAgCl_TS_Kelvin_R2,0,3,5,Pt,LW300,16380,17340
AgAgCl_TS_Kelvin_R2,0,3,5,Pt,LW600,17340,17340
AgAgCl_TS_Kelvin_R2,0,3,5,Pt,GC20_SC300,18300,17340
AgAgCl_TS_Kelvin_R2,0,3,5,Pt_Cl,LW300,16380,16860
AgAgCl_TS_Kelvin_R2,0,3,5,Pt_Cl,LW600,17340,16860
AgAgCl_TS_Kelvin_R2,0,3,5,Pt_Cl,GC20_SC300,18300,16860
AgAgCl_TS_Kelvin_R2,0,3,5,Ag,LW300,16380,16380
AgAgCl_TS_Kelvin_R2,0,3,5,Ag,LW600,17340,16380
AgAgCl_TS_Kelvin_R2,0,3,5,Ag,GC20_SC300,18300,16380
AgAgCl_TS_Kelvin_R2,0,3,5,Ag_Cl,LW300,16380,15900
AgAgCl_TS_Kelvin_R2,0,3,5,Ag_Cl,LW600,17340,15900
AgAgCl_TS_Kelvin_R2,0,3,5,Ag_Cl,GC20_SC300,18300,15900
AgAgCl_TS_Kelvin_R2,0,3,5,Pt_Ag,LW300,16380,15420
AgAgCl_TS_Kelvin_R2,0,3,5,Pt_Ag,LW600,17340,15420
AgAgCl_TS_Kelvin_R2,0,3,5,Pt_Ag,GC20_SC300,18300,15420
AgAgCl_TS_Kelvin_R2,0,3,5,Pt_Ag_Cl,LW300,16380,14940
AgAgCl_TS_Kelvin_R2,0,3,5,Pt_Ag_Cl,LW600,17340,14940
AgAgCl_TS_Kelvin_R2,0,3,5,Pt_Ag_Cl,GC20_SC300,18300,14940
AgAgCl_TS_Kelvin_R2,0,3,6,Pt,LW300,1020,13980
AgAgCl_TS_Kelvin_R2,0,3,6,Pt,LW600,1980,13980
AgAgCl_TS_Kelvin_R2,0,3,6,Pt,GC20_SC300,2940,13980
AgAgCl_TS_Kelvin_R2,0,3,6,Pt_Cl,LW300,1020,13500
AgAgCl_TS_Kelvin_R2,0,3,6,Pt_Cl,LW600,1980,13500
AgAgCl_TS_Kelvin_R2,0,3,6,Pt_Cl,GC20_SC300,2940,13500
AgAgCl_TS_Kelvin_R2,0,3,6,Ag,LW300,1020,13020
AgAgCl_TS_Kelvin_R2,0,3,6,Ag,LW600,1980,13020
AgAgCl_TS_Kelvin_R2,0,3,6,Ag,GC20_SC300,2940,13020
AgAgCl_TS_Kelvin_R2,0,3,6,Ag_Cl,LW300,1020,12540
AgAgCl_TS_Kelvin_R2,0,3,6,Ag_Cl,LW600,1980,12540
AgAgCl_TS_Kelvin_R2,0,3,6,Ag_Cl,GC20_SC300,2940,12540
AgAgCl_TS_Kelvin_R2,0,3,6,Pt_Ag,LW300,1020,12060
AgAgCl_TS_Kelvin_R2,0,3,6,Pt_Ag,LW600,1980,12060
AgAgCl_TS_Kelvin_R2,0,3,6,Pt_Ag,GC20_SC300,2940,12060
AgAgCl_TS_Kelvin_R2,0,3,6,Pt_Ag_Cl,LW300,1020,11580
AgAgCl_TS_Kelvin_R2,0,3,6,Pt_Ag_Cl,LW600,1980,11580
AgAgCl_TS_Kelvin_R2,0,3,6,Pt_Ag_Cl,GC20_SC300,2940,11580
AgAgCl_TS_Kelvin_R2,0,3,7,Pt,LW300,4860,13980
AgAgCl_TS_Kelvin_R2,0,3,7,Pt,LW600,5820,13980
AgAgCl_TS_Kelvin_R2,0,3,7,Pt,GC20_SC300,6780,13980
AgAgCl_TS_Kelvin_R2,0,3,7,Pt_Cl,LW300,4860,13500
AgAgCl_TS_Kelvin_R2,0,3,7,Pt_Cl,LW600,5820,13500
AgAgCl_TS_Kelvin_R2,0,3,7,Pt_Cl,GC20_SC300,6780,13500
AgAgCl_TS_Kelvin_R2,0,3,7,Ag,LW300,4860,13020
AgAgCl_TS_Kelvin_R2,0,3,7,Ag,LW600,5820,13020
AgAgCl_TS_Kelvin_R2,0,3,7,Ag,GC20_SC300,6780,13020
AgAgCl_TS_Kelvin_R2,0,3,7,Ag_Cl,LW300,4860,12540
AgAgCl_TS_Kelvin_R2,0,3,7,Ag_Cl,LW600,5820,12540
AgAgCl_TS_Kelvin_R2,0,3,7,Ag_Cl,GC20_SC300,6780,12540
AgAgCl_TS_Kelvin_R2,0,3,7,Pt_Ag,LW300,4860,12060
AgAgCl_TS_Kelvin_R2,0,3,7,Pt_Ag,LW600,5820,12060
AgAgCl_TS_Kelvin_R2,0,3,7,Pt_Ag,GC20_SC300,6780,12060
AgAgCl_TS_Kelvin_R2,0,3,7,Pt_Ag_Cl,LW300,4860,11580
AgAgCl_TS_Kelvin_R2,0,3,7,Pt_Ag_Cl,LW600,5820,11580
AgAgCl_TS_Kelvin_R2,0,3,7,Pt_Ag_Cl,GC20_SC300,6780,11580
AgAgCl_TS_Kelvin_R2,0,3,8,Pt,LW300,8700,13980
AgAgCl_TS_Kelvin_R2,0,3,8,Pt,LW600,9660,13980
AgAgCl_TS_Kelvin_R2,0,3,8,Pt,GC20_SC300,10620,13980
AgAgCl_TS_Kelvin_R2,0,3,8,Pt_Cl,LW300,8700,13500
AgAgCl_TS_Kelvin_R2,0,3,8,Pt_Cl,LW600,9660,13500
AgAgCl_TS_Kelvin_R2,0,3,8,Pt_Cl,GC20_SC300,10620,13500
AgAgCl_TS_Kelvin_R2,0,3,8,Ag,LW300,8700,13020
AgAgCl_TS_Kelvin_R2,0,3,8,Ag,LW600,9660,13020
AgAgCl_TS_Kelvin_R2,0,3,8,Ag,GC20_SC300,10620,13020
AgAgCl_TS_Kelvin_R2,0,3,8,Ag_Cl,LW300,8700,12540
AgAgCl_TS_Kelvin_R2,0,3,8,Ag_Cl,LW600,9660,12540
AgAgCl_TS_Kelvin_R2,0,3,8,Ag_Cl,GC20_SC300,10620,12540
AgAgCl_TS_Kelvin_R2,0,3,8,Pt_Ag,LW300,8700,12060
AgAgCl_TS_Kelvin_R2,0,3,8,Pt_Ag,LW600,9660,12060
AgAgCl_TS_Kelvin_R2,0,3,8,Pt_Ag,GC20_SC300,10620,12060
AgAgCl_TS_Kelvin_R2,0,3,8,Pt_Ag_Cl,LW300,8700,11580
AgAgCl_TS_Kelvin_R2,0,3,8,Pt_Ag_Cl,LW600,9660,11580
AgAgCl_TS_Kelvin_R2,0,3,8,Pt_Ag_Cl,GC20_SC300,10620,11580
AgAgCl_TS_Kelvin_R2,0,3,9,Pt,LW300,12540,13980
AgAgCl_TS_Kelvin_R2,0,3,9,Pt,LW600,13500,13980
AgAgCl_TS_Kelvin_R2,0,3,9,Pt,GC20_SC300,14460,13980
AgAgCl_TS_Kelvin_R2,0,3,9,Pt_Cl,LW300,12540,13500
AgAgCl_TS_Kelvin_R2,0,3,9,Pt_Cl,LW600,13500,13500
AgAgCl_TS_Kelvin_R2,0,3,9,Pt_Cl,GC20_SC300,14460,13500
AgAgCl_TS_Kelvin_R2,0,3,9,Ag,LW300,12540,13020
AgAgCl_TS_Kelvin_R2,0,3,9,Ag,LW600,13500,13020
AgAgCl_TS_Kelvin_R2,0,3,9,Ag,GC20_SC300,14460,13020
AgAgCl_TS_Kelvin_R2,0,3,9,Ag_Cl,LW300,12540,12540
AgAgCl_TS_Kelvin_R2,0,3,9,Ag_Cl,LW600,13500,12540
AgAgCl_TS_Kelvin_R2,0,3,9,Ag_Cl,GC20_SC300,14460,12540
AgAgCl_TS_Kelvin_R2,0,3,9,Pt_Ag,LW300,12540,12060
AgAgCl_TS_Kelvin_R2,0,3,9,Pt_Ag,LW600,13500,12060
AgAgCl_TS_Kelvin_R2,0,3,9,Pt_Ag,GC20_SC300,14460,12060
AgAgCl_TS_Kelvin_R2,0,3,9,Pt_Ag_Cl,LW300,12540,11580
AgAgCl_TS_Kelvin_R2,0,3,9,Pt_Ag_Cl,LW600,13500,11580
AgAgCl_TS_Kelvin_R2,0,3,9,Pt_Ag_Cl,GC20_SC300,14460,11580
AgAgCl_TS_Kelvin_R2,0,3,10,Pt,LW300,16380,13980
AgAgCl_TS_Kelvin_R2,0,3,10,Pt,LW600,17340,13980
AgAgCl_TS_Kelvin_R2,0,3,10,Pt,GC20_SC300,18300,13980
AgAgCl_TS_Kelvin_R2,0,3,10,Pt_Cl,LW300,16380,13500
AgAgCl_TS_Kelvin_R2,0,3,10,Pt_Cl,LW600,17340,13500
AgAgCl_TS_Kelvin_R2,0,3,10,Pt_Cl,GC20_SC300,18300,13500
AgAgCl_TS_Kelvin_R2,0,3,10,Ag,LW300,16380,13020
AgAgCl_TS_Kelvin_R2,0,3,10,Ag,LW600,17340,13020
AgAgCl_TS_Kelvin_R2,0,3,10,Ag,GC20_SC300,18300,13020
AgAgCl_TS_Kelvin_R2,0,3,10,Ag_Cl,LW300,16380,12540
AgAgCl_TS_Kelvin_R2,0,3,10,Ag_Cl,LW600,17340,12540
AgAgCl_TS_Kelvin_R2,0,3,10,Ag_Cl,GC20_SC300,18300,12540
AgAgCl_TS_Kelvin_R2,0,3,10,Pt_Ag,LW300,16380,12060
AgAgCl_TS_Kelvin_R2,0,3,10,Pt_Ag,LW600,17340,12060
AgAgCl_TS_Kelvin_R2,0,3,10,Pt_Ag,GC20_SC300,18300,12060
AgAgCl_TS_Kelvin_R2,0,3,10,Pt_Ag_Cl,LW300,16380,11580
AgAgCl_TS_Kelvin_R2,0,3,10,Pt_Ag_Cl,LW600,17340,11580
AgAgCl_TS_Kelvin_R2,0,3,10,Pt_Ag_Cl,GC20_SC300,18300,11580
AgAgCl_TS_Kelvin_R2,0,3,11,Pt,LW300,1020,10620
AgAgCl_TS_Kelvin_R2,0,3,11,Pt,LW600,1980,10620
AgAgCl_TS_Kelvin_R2,0,3,11,Pt,GC20_SC300,2940,10620
AgAgCl_TS_Kelvin_R2,0,3,11,Pt_Cl,LW300,1020,10140
AgAgCl_TS_Kelvin_R2,0,3,11,Pt_Cl,LW600,1980,10140
AgAgCl_TS_Kelvin_R2,0,3,11,Pt_Cl,GC20_SC300,2940,10140
AgAgCl_TS_Kelvin_R2,0,3,11,Ag,LW300,1020,9660
AgAgCl_TS_Kelvin_R2,0,3,11,Ag,LW600,1980,9660
AgAgCl_TS_Kelvin_R2,0,3,11,Ag,GC20_SC300,2940,9660
AgAgCl_TS_Kelvin_R2,0,3,11,Ag_Cl,LW300,1020,9180
AgAgCl_TS_Kelvin_R2,0,3,11,Ag_Cl,LW600,1980,9180
AgAgCl_TS_Kelvin_R2,0,3,11,Ag_Cl,GC20_SC300,2940,9180
AgAgCl_TS_Kelvin_R2,0,3,11,Pt_Ag,LW300,1020,8700
AgAgCl_TS_Kelvin_R2,0,3,11,Pt_Ag,LW600,1980,8700
AgAgCl_TS_Kelvin_R2,0,3,11,Pt_Ag,GC20_SC300,2940,8700
AgAgCl_TS_Kelvin_R2,0,3,11,Pt_Ag_Cl,LW300,1020,8220
AgAgCl_TS_Kelvin_R2,0,3,11,Pt_Ag_Cl,LW600,1980,8220
AgAgCl_TS_Kelvin_R2,0,3,11,Pt_Ag_Cl,GC20_SC300,2940,8220
AgAgCl_TS_Kelvin_R2,0,3,12,Pt,LW300,4860,10620
AgAgCl_TS_Kelvin_R2,0,3,12,Pt,LW600,5820,10620
AgAgCl_TS_Kelvin_R2,0,3,12,Pt,GC20_SC300,6780,10620
AgAgCl_TS_Kelvin_R2,0,3,12,Pt_Cl,LW300,4860,10140
AgAgCl_TS_Kelvin_R2,0,3,12,Pt_Cl,LW600,5820,10140
AgAgCl_TS_Kelvin_R2,0,3,12,Pt_Cl,GC20_SC300,6780,10140
AgAgCl_TS_Kelvin_R2,0,3,12,Ag,LW300,4860,9660
AgAgCl_TS_Kelvin_R2,0,3,12,Ag,LW600,5820,9660
AgAgCl_TS_Kelvin_R2,0,3,12,Ag,GC20_SC300,6780,9660
AgAgCl_TS_Kelvin_R2,0,3,12,Ag_Cl,LW300,4860,9180
AgAgCl_TS_Kelvin_R2,0,3,12,Ag_Cl,LW600,5820,9180
AgAgCl_TS_Kelvin_R2,0,3,12,Ag_Cl,GC20_SC300,6780,9180
AgAgCl_TS_Kelvin_R2,0,3,12,Pt_Ag,LW300,4860,8700
AgAgCl_TS_Kelvin_R2,0,3,12,Pt_Ag,LW600,5820,8700
AgAgCl_TS_Kelvin_R2,0,3,12,Pt_Ag,GC20_SC300,6780,8700
AgAgCl_TS_Kelvin_R2,0,3,12,Pt_Ag_Cl,LW300,4860,8220
AgAgCl_TS_Kelvin_R2,0,3,12,Pt_Ag_Cl,LW600,5820,8220
AgAgCl_TS_Kelvin_R2,0,3,12,Pt_Ag_Cl,GC20_SC300,6780,8220
AgAgCl_TS_Kelvin_R2,0,3,13,Pt,LW300,8700,10620
AgAgCl_TS_Kelvin_R2,0,3,13,Pt,LW600,9660,10620
AgAgCl_TS_Kelvin_R2,0,3,13,Pt,GC20_SC300,10620,10620
AgAgCl_TS_Kelvin_R2,0,3,13,Pt_Cl,LW300,8700,10140
AgAgCl_TS_Kelvin_R2,0,3,13,Pt_Cl,LW600,9660,10140
AgAgCl_TS_Kelvin_R2,0,3,13,Pt_Cl,GC20_SC300,10620,10140
AgAgCl_TS_Kelvin_R2,0,3,13,Ag,LW300,8700,9660
AgAgCl_TS_Kelvin_R2,0,3,13,Ag,LW600,9660,9660
